Syntax version=4
Tue Nov 14 16:00:20 2017
Starting process (1623603 clocks per sec)

LogRawData=false
VarHeader=1
D:		US_Lens1_ActualA	US_Lens1_ActualV	US_Lens1_SetpointV	US_Lens2_ActualA	US_Lens2_ActualV	US_Lens2_SetpointV	US_Lens3_ActualA	US_Lens3_ActualV	US_Lens3_SetpointV	US_Lens4_ActualA	US_Lens4_ActualV	US_Lens4_SetpointV	US_Lens5_ActualA	US_Lens5_ActualV	US_Lens5_SetpointV	US_Lens6_ActualA	US_Lens6_ActualV	US_Lens6_SetpointV	US_Prefilt_ActualA	US_Prefilt_ActualV	US_Prefilt_SetpointV
D:	time(ms)	(0x20012cdc,6)	(0x20012cc0,6)	(0x20012ca4,5)	(0x20012ce0,6)	(0x20012cc4,6)	(0x20012ca8,5)	(0x20012ce4,6)	(0x20012cc8,6)	(0x20012cac,5)	(0x20012ce8,6)	(0x20012ccc,6)	(0x20012cb0,5)	(0x20012cec,6)	(0x20012cd0,6)	(0x20012cb4,5)	(0x20012cf0,6)	(0x20012cd4,6)	(0x20012cb8,5)	(0x20012cf4,6)	(0x20012cd8,6)	(0x20012cbc,5)
D:	91168.04	2500.000000	-70.686058	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	6.715775	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91175.81	2500.000000	-70.609344	-65	7.936716	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91183.82	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91191.82	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91199.79	2500.000000	-70.532639	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91207.79	2500.000000	-70.532639	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	28.693676	-41.460457	-38
D:	91215.87	2500.000000	-70.532639	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	28.693676	-41.460457	-38
D:	91223.80	2500.000000	-70.379227	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91231.79	2500.000000	-70.532639	-65	7.936716	105.357903	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91239.81	2500.000000	-70.532639	-65	7.936716	105.357903	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91247.85	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.383751	-38
D:	91255.80	2500.000000	-70.379227	-65	5.494595	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91265.85	2500.000000	-70.379227	-65	5.494595	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91273.81	2500.000000	-70.762756	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91281.79	2500.000000	-70.609344	-65	7.936716	105.204498	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91289.80	2500.000000	-70.609344	-65	7.936716	105.204498	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91297.80	2500.000000	-70.916176	-65	6.715775	105.204498	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	28.693676	-41.460457	-38
D:	91305.78	2500.000000	-70.609344	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91313.79	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91321.84	2500.000000	-70.532639	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91329.85	2500.000000	-70.455933	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	0.610590	83.649651	77	-0.610590	-0.115063	0	27.472734	-41.383751	-38
D:	91337.80	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	1.831532	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.383751	-38
D:	91345.79	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	1.831532	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.383751	-38
D:	91354.03	2500.000000	-70.609344	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91361.83	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.861889	58	1.831532	83.649651	77	-0.610590	-0.038359	0	26.251793	-41.460457	-38
D:	91369.80	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.861889	58	1.831532	83.649651	77	-0.610590	-0.038359	0	26.251793	-41.460457	-38
D:	91377.82	2500.000000	-70.686058	-65	7.936716	105.204498	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91385.82	2500.000000	-70.609344	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91393.79	2500.000000	-70.609344	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91401.79	2500.000000	-70.609344	-65	7.936716	105.204498	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91409.85	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91417.80	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91425.79	2500.000000	-70.762756	-65	7.936716	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91433.83	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91441.82	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91449.79	2500.000000	-70.686058	-65	7.936716	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91457.82	2500.000000	-70.839470	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91465.81	2500.000000	-70.839470	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91473.79	2500.000000	-70.532639	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91481.79	2500.000000	-70.686058	-65	7.936716	105.357903	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91489.80	2500.000000	-70.686058	-65	7.936716	105.357903	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91497.79	2500.000000	-70.532639	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91505.79	2500.000000	-70.686058	-65	7.936716	105.204498	97	-5.494595	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91513.84	2500.000000	-70.686058	-65	7.936716	105.204498	97	-5.494595	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91521.88	2500.000000	-70.686058	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91529.81	2500.000000	-70.762756	-65	6.715775	105.281189	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	0.038359	0	27.472734	-41.460457	-38
D:	91538.06	2500.000000	-70.762756	-65	6.715775	105.281189	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	0.038359	0	27.472734	-41.460457	-38
D:	91545.81	2500.000000	-70.609344	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91553.86	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	6.715775	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91561.80	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	6.715775	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91569.83	2500.000000	-70.609344	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91577.82	2500.000000	-70.839470	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91585.79	2500.000000	-70.839470	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91593.78	2500.000000	-70.916176	-65	7.936716	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.861889	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91601.87	2500.000000	-70.839470	-65	7.936716	105.281189	97	-4.273415	-77.129494	-71	4.273653	62.861889	58	1.831532	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91609.80	2500.000000	-70.839470	-65	7.936716	105.281189	97	-4.273415	-77.129494	-71	4.273653	62.861889	58	1.831532	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91617.80	2500.000000	-70.532639	-65	6.715775	105.357903	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91625.81	2500.000000	-70.686058	-65	7.936716	105.357903	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91633.84	2500.000000	-70.686058	-65	7.936716	105.357903	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91641.80	2500.000000	-70.532639	-65	7.936716	105.357903	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91649.83	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	0.610590	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91657.81	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.861889	58	0.610590	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91665.79	2500.000000	-70.686058	-65	6.715775	105.204498	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91673.79	2500.000000	-70.762756	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91681.80	2500.000000	-70.762756	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91689.79	2500.000000	-70.609344	-65	7.936716	105.281189	97	-3.052473	-77.129494	-71	6.715775	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91697.79	2500.000000	-70.379227	-65	7.936716	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91705.84	2500.000000	-70.379227	-65	7.936716	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91713.89	2500.000000	-70.532639	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.383751	-38
D:	91722.02	2500.000000	-70.762756	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	27.472734	-41.383751	-38
D:	91729.80	2500.000000	-70.762756	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.861889	58	0.610590	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91737.81	2500.000000	-70.532639	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.861889	58	0.610590	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91745.90	2500.000000	-70.686058	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91753.81	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91761.82	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	27.472734	-41.460457	-38
D:	91769.84	2500.000000	-70.532639	-65	7.936716	105.357903	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	27.472734	-41.460457	-38
D:	91777.80	2500.000000	-70.455933	-65	6.715775	105.357903	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	11.599541	-41.460457	-38
D:	91785.79	2500.000000	-70.455933	-65	6.715775	105.357903	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	11.599541	-41.460457	-38
D:	91793.88	2500.000000	-70.686058	-65	7.936716	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91801.82	2500.000000	-70.839470	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	9.157658	-41.460457	-38
D:	91809.80	2500.000000	-70.839470	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	9.157658	-41.460457	-38
D:	91817.80	2500.000000	-70.686058	-65	5.494595	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91826.21	2500.000000	-70.609344	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91833.80	2500.000000	-70.609344	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91841.80	2500.000000	-70.686058	-65	7.936716	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	9.157658	-41.460457	-38
D:	91849.86	2500.000000	-70.532639	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	0.038359	0	10.378599	-41.460457	-38
D:	91857.83	2500.000000	-70.532639	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	0.038359	0	10.378599	-41.460457	-38
D:	91865.79	2500.000000	-70.686058	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	9.157658	-41.383751	-38
D:	91873.82	2500.000000	-70.686058	-65	7.936716	105.204498	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	91881.79	2500.000000	-70.686058	-65	7.936716	105.204498	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	91889.79	2500.000000	-70.686058	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	91897.79	2500.000000	-70.609344	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91906.12	2500.000000	-70.609344	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91913.82	2500.000000	-70.609344	-65	7.936716	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91921.80	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91929.81	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	91937.91	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	9.157658	-41.460457	-38
D:	91947.82	2500.000000	-70.686058	-65	7.936716	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.383751	-38
D:	91955.80	2500.000000	-70.762756	-65	7.936716	105.357903	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.383751	-38
D:	91963.87	2500.000000	-70.762756	-65	7.936716	105.357903	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.383751	-38
D:	91971.81	2500.000000	-70.686058	-65	6.715775	105.204498	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	9.157658	-41.383751	-38
D:	91979.79	2500.000000	-70.686058	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	91987.79	2500.000000	-70.686058	-65	6.715775	105.204498	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	91995.79	2500.000000	-70.609344	-65	7.936716	105.204498	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92003.79	2500.000000	-70.762756	-65	6.715775	105.281189	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.383751	-38
D:	92011.79	2500.000000	-70.762756	-65	6.715775	105.281189	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.383751	-38
D:	92019.85	2500.000000	-70.839470	-65	6.715775	105.357903	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	92027.84	2500.000000	-70.379227	-65	7.936716	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92035.90	2500.000000	-70.379227	-65	7.936716	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92043.82	2500.000000	-70.686058	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	9.157658	-41.460457	-38
D:	92051.79	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92059.81	2500.000000	-70.609344	-65	6.715775	105.281189	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92067.88	2500.000000	-70.455933	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	10.378599	-41.383751	-38
D:	92075.80	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92083.84	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92092.05	2500.000000	-70.532639	-65	6.715775	105.281189	97	-1.831532	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	11.599541	-41.460457	-38
D:	92099.79	2500.000000	-70.762756	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	9.157658	-41.383751	-38
D:	92107.79	2500.000000	-70.762756	-65	6.715775	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	9.157658	-41.383751	-38
D:	92115.89	2500.000000	-70.839470	-65	9.157658	105.204498	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
D:	92123.82	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	92131.79	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	92139.81	2500.000000	-70.839470	-65	6.715775	105.204498	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.383751	-38
D:	92147.88	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	92155.80	2500.000000	-70.686058	-65	6.715775	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.572929	77	0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	92163.87	2500.000000	-70.686058	-65	9.157658	105.357903	97	-4.273415	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.460457	-38
D:	92171.85	2500.000000	-70.532639	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	9.157658	-41.460457	-38
D:	92179.79	2500.000000	-70.532639	-65	7.936716	105.281189	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	9.157658	-41.460457	-38
D:	92187.79	2500.000000	-70.762756	-65	6.715775	105.204498	97	-3.052473	-77.129494	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	10.378599	-41.383751	-38
D:	92195.82	2500.000000	-70.379227	-65	7.936716	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.383751	-38
D:	92203.79	2500.000000	-70.379227	-65	7.936716	105.281189	97	-4.273415	-77.206200	-71	5.494595	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	10.378599	-41.383751	-38
D:	92211.79	2500.000000	-70.609344	-65	7.936716	105.357903	97	-3.052473	-77.206200	-71	5.494595	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	10.378599	-41.460457	-38
